LFQ intensity 401#1,LFQ intensity 401#2,LFQ intensity 401#3,LFQ intensity 401#4,LFQ intensity WT#1,LFQ intensity WT#2,LFQ intensity WT#3,LFQ intensity WT#4,C: Only identified by site,C: Reverse,C: Potential contaminant,C: Student's T-test Significant MT_WT,C: Student's T-test significant,N: Peptides,N: Razor + unique peptides,N: Unique peptides,N: Sequence coverage [%],N: Unique + razor sequence coverage [%],N: Unique sequence coverage [%],N: Mol. weight [kDa],N: Q-value,N: Score,N: Intensity,N: MS/MS count,N: -Log Student's T-test p-value MT_WT,N: Student's T-test q-value MT_WT,N: Student's T-test Difference MT_WT,N: Student's T-test Test statistic MT_WT,T: Protein IDs,T: Majority protein IDs,T: id,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Keywords
30.4796,30.2286,30.3151,30.0612,29.6878,29.8216,29.8984,29.7881,,,,+,MT_WT,13,13,13,57.1,57.1,57.1,25.557,0,73.225,9264800000,108,2.54117,0.0444444,0.472159,2.26322,A6TCI1,A6TCI1,994,RNC_KLEP7,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),rnc KPN78578_28410 KPN_02892,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),226,mRNA processing [GO:0006397]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033],cytoplasm [GO:0005737],metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; rRNA binding [GO:0019843],Cytoplasm;Endonuclease;Hydrolase;Magnesium;Metal-binding;mRNA processing;Nuclease;RNA-binding;rRNA processing;rRNA-binding;tRNA processing
30.6498,30.7359,30.5981,30.6432,30.5934,30.4407,30.2771,30.492,,,,,,18,18,18,41.7,41.7,41.7,35.789,0,121.37,13114000000,113,1.54007,0.223103,0.205957,1.12461,A6TCI2,A6TCI2,995,A6TCI2_KLEP7,Signal peptidase I (EC 3.4.21.89),lepB KPN_02893,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),324,signal peptide processing [GO:0006465],membrane [GO:0016020],serine-type endopeptidase activity [GO:0004252],Hydrolase;Protease
32.6458,32.3773,32.5337,32.4507,32.7045,32.8003,32.2924,32.6465,,,,,,28,28,28,47.2,47.2,47.2,66.434,0,220.34,52573000000,248,0.380778,0.618849,-0.109059,-0.462126,A6TCI3,A6TCI3,996,LEPA_KLEP7,Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA),lepA KPN78578_28430 KPN_02894,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),599,positive regulation of translation [GO:0045727],plasma membrane [GO:0005886],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746],Cell inner membrane;Cell membrane;GTP-binding;Hydrolase;Membrane;Nucleotide-binding;Protein biosynthesis
26.4076,26.604,28.2913,27.7799,28.2242,27.8555,29.1103,27.1892,,,,,,3,3,3,22.2,22.2,22.2,23.984,0,74.11,2071800000,9,0.651408,0.213281,-0.824095,-1.14824,A6TCI6,A6TCI6,998,A6TCI6_KLEP7,Anti-sigma-E factor RseA (Regulator of SigE) (Sigma-E anti-sigma factor RseA) (Sigma-E factor negative regulatory protein),rseA KPN_02897,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),216,,plasma membrane [GO:0005886],sigma factor antagonist activity [GO:0016989],Cell inner membrane;Cell membrane;Membrane;Transmembrane;Transmembrane helix
28.8208,28.6515,28.436,28.3546,28.3937,28.7817,28.9623,28.4281,,,,,,6,6,6,38.7,38.7,38.7,21.719,0,49.409,3518500000,21,0.168334,0.781873,-0.0757241,-0.265582,A6TCI7,A6TCI7,999,A6TCI7_KLEP7,RNA polymerase sigma-70 factor,rpoE KPN_02898,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),191,DNA-templated transcription initiation [GO:0006352],,DNA binding [GO:0003677]; sigma factor activity [GO:0016987],
31.0298,31.2914,30.9751,31.1561,30.9936,30.9283,30.9843,31.0266,,,,,,17,17,17,48.1,48.1,48.1,49.726,0,152.75,18432000000,143,0.895651,0.446674,0.129877,0.703997,A6TCJ0,A6TCJ0,1001,A6TCJ0_KLEP7,ATP-dependent RNA helicase SrmB (EC 3.6.4.13),srmB KPN_02901,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),443,ribosomal large subunit assembly [GO:0000027],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724],ATP-binding;Cytoplasm;Helicase;Hydrolase;Nucleotide-binding;Ribosome biogenesis
38.9503,39.2408,39.1291,39.1055,39.0047,38.8013,39.4722,38.9221,,,,,,18,17,17,85.8,85.8,85.8,14.243,0,323.31,4.88E+12,4571,0.134064,0.831449,0.0563383,0.208975,A6TCJ1,A6TCJ1,1002,GRCA_KLEP7,Autonomous glycyl radical cofactor,grcA KPN78578_28510 KPN_02902,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),127,,,catalytic activity [GO:0003824],Organic radical
28.8938,29.8181,28.9563,29.5726,29.5257,29.5135,25.7255,29.4703,,,,,,11,11,11,51.1,51.1,51.1,25.578,0,43.612,5482300000,52,0.329134,0.452695,0.751461,0.694015,A6TCJ2,A6TCJ2,1003,UNG_KLEP7,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),ung KPN78578_28520 KPN_02903,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),229,base-excision repair [GO:0006284],cytoplasm [GO:0005737],uracil DNA N-glycosylase activity [GO:0004844],Cytoplasm;DNA damage;DNA repair;Hydrolase
32.3193,32.1494,31.8928,31.8588,32.0662,31.8097,31.9306,31.7837,,,,,,19,19,19,59.8,59.8,59.8,39.593,0,199.19,35468000000,179,0.582838,0.472229,0.157564,0.66153,A6TCJ3,A6TCJ3,1004,A6TCJ3_KLEP7,tRNA/rRNA methyltransferase,yfiF KPN_02904,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),361,RNA processing [GO:0006396],cytoplasm [GO:0005737],RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173],Methyltransferase;Transferase
28.953,28.9101,29.1608,29.1477,29.3135,29.5685,28.9764,29.4213,,,,,,13,13,13,33.9,33.9,33.9,52.716,0,234.06,5137500000,64,1.00778,0.233006,-0.277046,-1.09621,A6TCJ7,A6TCJ7,1006,A6TCJ7_KLEP7,Phosphatidylserine synthase,pssA KPN_02908,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),451,cardiolipin biosynthetic process [GO:0032049],,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444],
35.7098,35.7372,35.6507,35.7236,35.2951,35.1859,35.0698,35.098,,,,+,MT_WT,89,89,86,84.6,84.6,81,95.405,0,323.31,3.96E+11,1517,4.24297,0.0111186,0.543148,3.28608,A6TCK0,A6TCK0,1007,A6TCK0_KLEP7,Chaperone protein ClpB,clpB KPN_02915,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),857,protein refolding [GO:0042026]; proteolysis [GO:0006508]; response to heat [GO:0009408],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233],ATP-binding;Chaperone;Coiled coil;Cytoplasm;Hydrolase;Nucleotide-binding;Protease;Repeat;Stress response
24.2329,25.5437,26.3623,26.7618,26.4957,27.0399,28.1539,27.9817,,,,,,4,4,4,22.6,22.6,22.6,26.552,0,38.851,1077600000,27,1.32007,0.0506522,-1.69259,-2.13224,A6TCK1,A6TCK1,1008,A6TCK1_KLEP7,Purine nucleoside phosphorylase,r'rH KPN_02916,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),243,,,2'-deoxyadenosine deaminase activity [GO:0046936]; adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061],Metal-binding;Transferase;Zinc
30.6189,30.7591,30.7536,30.4222,30.544,30.5716,30.3606,30.1515,,,,,,16,16,16,54.6,54.6,54.6,37.101,0,97.191,12845000000,64,0.942983,0.281989,0.231544,0.979619,A6TCK2,A6TCK2,1009,A6TCK2_KLEP7,Pseudouridine synthase (EC 5.4.99.-),rluD KPN_02917,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),326,enzyme-directed rRNA pseudouridine synthesis [GO:0000455],,RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159],Isomerase;RNA-binding;rRNA processing
32.1291,31.9634,32.1556,32.1422,32.0094,31.8757,31.8758,32.1654,,,,,,15,15,15,64.9,64.9,64.9,27.883,0,241.49,36173000000,154,0.681222,0.515504,0.116034,0.599905,A6TCK3,A6TCK3,1010,A6TCK3_KLEP7,Outer membrane protein assembly factor BamD,yfiO bamD KPN_02918,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),245,Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205],cell outer membrane [GO:0009279],,Cell outer membrane;Lipoprotein;Membrane;Palmitate;Signal
34.0785,34.0455,34.0769,33.9256,34.7085,34.6299,34.2415,34.3763,,,,,,10,10,10,82.6,82.6,82.6,12.317,0,262.81,1.83E+11,480,2.14277,0.0565455,-0.457412,-2.02635,A6TCK4,A6TCK4,1011,A6TCK4_KLEP7,YhbH sigma 54 modulator,yfiA KPN_02919,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),109,primary metabolic process [GO:0044238]; regulation of translation [GO:0006417],,,Translation regulation
28.2554,28.2175,28.02,28.144,27.8655,28.0714,28.1872,28.36,,,,,,7,7,7,33.8,33.8,33.8,32.684,0,50.319,2460900000,46,0.123116,0.862187,0.0381989,0.168191,A6TCK6,A6TCK6,1013,A6TCK6_KLEP7,Cytoplasmic protein,KPN_02921,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),290,,,,
26.1103,27.2871,26.3681,26.7363,26.6769,27.9425,27.226,27.5448,,,,,,8,8,8,36.2,36.2,36.2,41.841,0,8.9728,1152300000,10,1.00644,0.116915,-0.72211,-1.50227,A6TCK7,A6TCK7,1014,A6TCK7_KLEP7,T-protein,tyrA KPN_02922,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),373,chorismate metabolic process [GO:0046417]; tyrosine biosynthetic process [GO:0006571],cytoplasm [GO:0005737],chorismate mutase activity [GO:0004106]; NAD+ binding [GO:0070403]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665],Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Cytoplasm;Isomerase;NAD;Oxidoreductase;Tyrosine biosynthesis
29.3809,29.2347,29.2308,29.1528,29.0254,28.6776,28.8731,28.0683,,,,,,7,7,7,54.3,54.3,54.3,13.918,0,31.48,4428400000,35,1.46843,0.0768722,0.588739,1.80349,A6TCL1,A6TCL1,1015,A6TCL1_KLEP7,Iron-regulated membrane protein,yfiB KPN_02926,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),127,,membrane [GO:0016020],,Membrane
35.5372,35.6182,35.3455,35.2798,35.3971,35.4967,35.4935,35.4388,,,,,,14,14,14,68.7,68.7,68.7,13.133,0,237.56,3.88E+11,477,0.0479377,0.948036,-0.011363,-0.0585643,A6TCL4,A6TCL4,1016,RL19_KLEP7,Large ribosomal subunit protein bL19 (50S ribosomal protein L19),rplS KPN78578_28740 KPN_02929,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),115,translation [GO:0006412],cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],Ribonucleoprotein;Ribosomal protein
27.4063,27.5056,27.5167,27.3267,NaN,27.8378,27.2928,27.25,,,,,,5,5,5,18,18,18,28.466,0,25.88,1284900000,15,0.0442305,0.937129,-0.0213639,-0.0768316,A6TCL5,A6TCL5,1017,TRMD_KLEP7,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),trmD KPN78578_28750 KPN_02930,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),255,,cytoplasm [GO:0005737],tRNA (guanine(37)-N(1))-methyltransferase activity [GO:0052906],Cytoplasm;Methyltransferase;S-adenosyl-L-methionine;Transferase;tRNA processing
31.4774,31.5053,31.2133,31.279,30.7494,30.7985,31.1331,30.7887,,,,+,MT_WT,14,14,14,72,72,72,20.592,0,110.04,19700000000,131,2.32478,0.0457209,0.501314,2.21925,A6TCL6,A6TCL6,1018,RIMM_KLEP7,Ribosome maturation factor RimM,rimM KPN78578_28760 KPN_02931,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),182,ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364],cytoplasm [GO:0005737]; ribosome [GO:0005840],ribosome binding [GO:0043022],Chaperone;Cytoplasm;Ribosome biogenesis;rRNA processing
35.2668,35.687,35.509,35.2855,35.916,35.6648,35.1639,35.5745,,,,,,7,7,7,65.9,65.9,65.9,9.0903,0,302.32,4.11E+11,347,0.327199,0.603415,-0.142746,-0.48129,A6TCL7,A6TCL7,1019,RS16_KLEP7,Small ribosomal subunit protein bS16 (30S ribosomal protein S16),rpsP KPN78578_28770 KPN_02932,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),82,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],Ribonucleoprotein;Ribosomal protein
32.638,32.5456,32.5791,32.4523,32.5696,32.6792,32.5135,32.7161,,,,,,31,31,31,69.2,69.2,69.2,49.769,0,311.4,53423000000,377,0.491871,0.677195,-0.0658379,-0.382468,A6TCL8,A6TCL8,1020,A6TCL8_KLEP7,Signal recognition particle protein (Fifty-four homolog),ffh KPN_02933,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),454,SRP-dependent cotranslational protein targeting to membrane [GO:0006614],signal recognition particle [GO:0048500],7S RNA binding [GO:0008312]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],Cytoplasm;GTP-binding;Nucleotide-binding;Ribonucleoprotein;RNA-binding;Signal recognition particle
24.2082,NaN,23.6193,24.3232,25.9219,24.0725,26.1888,25.6876,,,,,,3,3,3,9.6,9.6,9.6,48.101,0,3.4543,323230000,3,1.20673,0.0677953,-1.41747,-2.01534,A6TCM0,A6TCM0,1021,A6TCM0_KLEP7,Hemolysins related proteins containing CBS domains,yfjD KPN_02935,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),428,,membrane [GO:0016020],flavin adenine dinucleotide binding [GO:0050660],3D-structure;CBS domain;Membrane;Nucleotide-binding;Repeat;Transmembrane;Transmembrane helix
34.959,34.6276,34.4504,34.7324,33.4001,34.2829,34.0517,33.6156,,,,+,MT_WT,20,20,20,63.3,63.3,63.3,21.734,0,307.87,1.82E+11,550,2.02665,0.0313016,0.854767,2.52542,A6TCM1,A6TCM1,1022,GRPE_KLEP7,Protein GrpE (HSP-70 cofactor),grpE KPN78578_28810 KPN_02936,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),196,protein folding [GO:0006457],cytoplasm [GO:0005737],adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087],Chaperone;Cytoplasm;Stress response
25.8446,25.9255,NaN,25.0964,25.8439,26.3075,27.2164,NaN,,,,,,3,3,3,11,11,11,32.408,0,3.2987,460040000,3,0.799679,0.157511,-0.833755,-1.40617,A6TCM2,A6TCM2,1023,NADK_KLEP7,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),nadK KPN78578_28820 KPN_02937,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),292,NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NAD+ kinase activity [GO:0003951],ATP-binding;Cytoplasm;Kinase;NAD;NADP;Nucleotide-binding;Transferase
30.3478,30.0971,29.8392,29.7167,30.3002,30.2257,29.4292,29.841,,,,,,2,2,2,45.1,45.1,45.1,12.413,0,26.357,8951900000,34,0.0750955,0.882226,0.0511818,0.143871,A6TCM4,A6TCM4,1024,A6TCM4_KLEP7,Outer membrane protein assembly factor BamE,smpA bamE KPN_02939,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),113,Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205],cell outer membrane [GO:0009279],,Cell outer membrane;Lipoprotein;Membrane;Palmitate;Signal
25.8292,27.1705,27.3767,27.4228,26.8643,27.0507,27.8618,27.762,,,,,,2,2,2,26.9,26.9,26.9,16.056,0,11.139,1312700000,11,0.427027,0.396386,-0.434928,-0.771,A6TCM6,A6TCM6,1025,A6TCM6_KLEP7,Coenzyme Q-binding protein COQ10 START domain-containing protein,yfjG KPN_02941,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),145,cellular respiration [GO:0045333]; ubiquinone biosynthetic process [GO:0006744],,ubiquinone binding [GO:0048039],Toxin-antitoxin system
29.7947,28.8149,28.9215,28.6714,30.3331,30.1624,29.1335,29.7428,,,,,,9,9,9,49.4,49.4,49.4,18.239,0,59.856,6714800000,54,1.12614,0.0927607,-0.792351,-1.65378,A6TCM7,A6TCM7,1026,SSRP_KLEP7,SsrA-binding protein (Small protein B),smpB KPN78578_28870 KPN_02942,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),160,trans-translation [GO:0070929],cytoplasm [GO:0005737],RNA binding [GO:0003723],Cytoplasm;RNA-binding
28.1517,NaN,28.1294,27.8868,28.9754,28.9041,28.2569,29.0169,,,,,,6,6,6,47.2,47.2,47.2,17.42,0,27.247,2779400000,21,1.66053,0.0515936,-0.732368,-2.19212,A6TCQ6,A6TCQ6,1027,A6TCQ6_KLEP7,Transcriptional regulator,KPN_02971,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),159,,,"2 iron, 2 sulfur cluster binding [GO:0051537]",2Fe-2S;Iron;Iron-sulfur;Metal-binding;Repressor;Transcription;Transcription regulation
30.1146,30.6399,30.097,30.3099,30.9271,30.7285,31.3983,30.9682,,,,+,MT_WT,12,12,12,60.2,60.2,60.2,27.349,0,76.307,13906000000,95,2.03748,0.0405957,-0.715178,-2.3818,A6TCR5,A6TCR5,1028,A6TCR5_KLEP7,Short-chain dehydrogenase/reductase,KPN_02980,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),264,,,,
32.6122,32.761,32.7247,32.6459,31.9543,31.9141,31.7601,31.7581,,,,+,MT_WT,22,22,22,51.4,51.4,51.4,55.163,0,228.56,45534000000,232,5.00974,0.00509091,0.839318,4.85772,A6TCS6,A6TCS6,1029,A6TCS6_KLEP7,Aldehyde dehydrogenase B (Lactaldehyde dehydrogenase),aldB KPN_02991,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),506,,,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",Oxidoreductase
26.0492,26.7297,27.6223,27.5468,26.8126,27.9308,27.989,28.1681,,,,,,7,7,7,16.1,16.1,16.1,65.141,0,58.345,1592300000,27,0.750605,0.182669,-0.738125,-1.24172,A6TCS7,A6TCS7,1030,A6TCS7_KLEP7,"Helix-turn-helix, Fis-type",prpR KPN_02992,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),595,regulation of DNA-templated transcription [GO:0006355],,ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565],ATP-binding;DNA-binding;Nucleotide-binding;Transcription;Transcription regulation
29.1655,29.0385,29.2337,29.3749,29.567,29.5492,28.9162,29.2228,,,,,,11,11,11,47.3,47.3,47.3,35.387,0,55.147,5382200000,46,0.269055,0.669136,-0.110639,-0.394242,A6TCT2,A6TCT2,1031,A6TCT2_KLEP7,Aspartyl/asparaginy/proline hydroxylase domain-containing protein,KPN_02997,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),300,peptidyl-amino acid modification [GO:0018193],membrane [GO:0016020],,Membrane;Transmembrane;Transmembrane helix
31.5427,31.994,31.8236,32.1886,31.9384,32.0266,31.7637,31.8869,,,,,,14,13,13,81.5,76.2,76.2,14.873,0,127.61,33206000000,166,0.0391988,0.942943,-0.0166755,-0.0644753,A6TCT3,A6TCT3,1032,A6TCT3_KLEP7,DNA-binding protein,stpA KPN_02998,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),130,regulation of DNA-templated transcription [GO:0006355],cytoplasm [GO:0005737]; nucleoid [GO:0009295],DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; structural constituent of chromatin [GO:0030527],Coiled coil;Cytoplasm;DNA-binding
29.5689,29.3647,28.958,29.6871,29.9633,29.7964,29.5752,29.5781,,,,,,8,8,8,73.3,73.3,73.3,13.633,0,31.612,6602300000,46,0.912158,0.222444,-0.333576,-1.12427,A6TCT5,A6TCT5,1033,A6TCT5_KLEP7,DUF2002 family protein,ygaC KPN_03000,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),120,,,,
31.7052,32.1128,31.9375,32.1132,31.2667,26.9764,32.4992,30.3362,,,,,,6,6,6,65.2,65.2,65.2,12.578,0,94.193,27222000000,66,0.692811,0.16184,1.69753,1.30702,A6TCT6,A6TCT6,1034,A6TCT6_KLEP7,DUF883 domain-containing protein,ygaM KPN_03001,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),115,,plasma membrane [GO:0005886],ribosome binding [GO:0043022],Cell inner membrane;Cell membrane;Membrane;Transmembrane;Transmembrane helix
25.5223,26.1095,27.092,27.7112,26.5638,26.7058,27.7744,27.7918,,,,,,6,6,6,60.8,60.8,60.8,15.86,0,53.45,1223000000,16,0.456079,0.348547,-0.600204,-0.853484,A6TCT8,A6TCT8,1035,A6TCT8_KLEP7,Carboxymuconolactone decarboxylase-like domain-containing protein,KPN_03003,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),143,,,peroxiredoxin activity [GO:0051920],
28.6416,28.9197,29.0471,28.4437,28.9087,28.7262,28.3425,28.8612,,,,,,5,5,5,22.4,22.4,22.4,16.598,0,31.667,3745200000,29,0.105173,0.853305,0.0533686,0.179038,A6TCU8,A6TCU8,1036,A6TCU8_KLEP7,Regulator of plasmid mcrB operon (Microcin B17 synthesis),emrR KPN_03013,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),143,,,DNA-binding transcription factor activity [GO:0003700],
30.5147,30.6342,30.3271,30.1643,30.3401,30.4138,30.0352,30.3731,,,,,,18,18,18,51.8,51.8,51.8,42.585,0,126.74,11155000000,96,0.387865,0.601957,0.119522,0.48606,A6TCU9,A6TCU9,1037,A6TCU9_KLEP7,Multidrug resistance secretion protein,emrA KPN_03014,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),390,xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961],membrane [GO:0016020],xenobiotic transmembrane transporter activity [GO:0042910],Coiled coil;Membrane;Transmembrane;Transmembrane helix
33.3243,33.1642,33.1584,32.9322,33.2292,33.1749,33.0926,32.9855,,,,,,13,13,13,88.6,88.6,88.6,17.94,0,284.37,78729000000,263,0.0913012,0.903522,0.0241947,0.116543,A6TCV3,A6TCV3,1038,A6TCV3_KLEP7,S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS),ygaG KPN_03018,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),158,quorum sensing [GO:0009372],,iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768],Autoinducer synthesis;Iron;Lyase;Metal-binding;Quorum sensing
31.0684,31.2459,31.0366,31.2166,30.8754,31.039,31.2489,30.8546,,,,,,20,20,20,49.2,49.2,49.2,58.1,0,127.29,19290000000,135,0.620664,0.492385,0.137425,0.635171,A6TCV4,A6TCV4,1039,GSH1_KLEP7,Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase),gshA KPN78578_29640 KPN_03019,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),518,glutathione biosynthetic process [GO:0006750],,ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357],ATP-binding;Glutathione biosynthesis;Ligase;Nucleotide-binding
27.5462,28.3872,28.6334,28.1058,28.0696,27.7995,29.0688,27.8841,,,,,,4,4,4,35.6,35.6,35.6,20.692,0,20.415,2694700000,15,0.0343459,0.936971,-0.0373182,-0.0767776,A6TCV6,A6TCV6,1040,A6TCV6_KLEP7,Phosphatase,yqaB KPN_03021,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),188,,,metal ion binding [GO:0046872],Metal-binding
32.8192,32.8955,32.7568,32.7688,32.9888,32.8547,32.9631,32.8342,,,,,,8,8,8,56.7,56.7,56.7,11.247,0,79.309,64108000000,183,1.04051,0.50072,-0.100113,-0.622224,A6TCV7,A6TCV7,1041,A6TCV7_KLEP7,BON domain-containing protein,KPN_03022,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),104,,,,Signal
30.9037,30.872,30.5832,31.0309,31.0531,30.4056,30.3635,30.1135,,,,,,4,4,4,42.6,42.6,42.6,6.8558,0,41.577,14242000000,21,0.818197,0.234236,0.363505,1.0927,A6TCV8,A6TCV8,1042,CSRA_KLEP7,Translational regulator CsrA (Carbon storage regulator),csrA KPN78578_29680 KPN_03028,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),61,mRNA catabolic process [GO:0006402]; negative regulation of translational initiation [GO:0045947]; positive regulation of translational initiation [GO:0045948]; regulation of carbohydrate metabolic process [GO:0006109],cytoplasm [GO:0005737],mRNA 5'-UTR binding [GO:0048027],Activator;Cytoplasm;Repressor;RNA-binding;Translation regulation
